client_sk,client_id,valid_from,valid_to,is_current,legal_name,registration_no,onboarding_date,years_in_business,employees_band,turnover_band,segment,kyc_status,relationship_manager_id,geography_sk,industry_sk
23329,C023329,3/1/2023,8/2/2025,True,Client 23329 (Pty) Ltd,REG0023329,10/19/2019,9,1-20,< R5m,Medium,Verified,RM041,40,1
23330,C023330,3/1/2023,8/2/2025,True,Client 23330 (Pty) Ltd,REG0023330,06/24/2020,17,1-20,< R5m,Small,Verified,RM056,47,10
23331,C023331,3/1/2023,8/2/2025,True,Client 23331 (Pty) Ltd,REG0023331,06/30/2022,20,51-100,R5m-R20m,Small,In Review,RM021,28,10
23332,C023332,3/1/2023,8/2/2025,True,Client 23332 (Pty) Ltd,REG0023332,10/29/2018,12,51-100,< R5m,Corporate,Rejected,RM076,20,8
23333,C023333,3/1/2023,8/2/2025,True,Client 23333 (Pty) Ltd,REG0023333,11/18/2019,24,251-500,R100m-R500m,Small,Verified,RM008,41,6
23334,C023334,3/1/2023,8/2/2025,True,Client 23334 (Pty) Ltd,REG0023334,04/01/2021,2,51-100,< R5m,Micro,Verified,RM055,14,7
23335,C023335,3/1/2023,8/2/2025,True,Client 23335 (Pty) Ltd,REG0023335,05/14/2022,20,101-250,< R5m,Small,In Review,RM008,28,7
23336,C023336,3/1/2023,8/2/2025,True,Client 23336 (Pty) Ltd,REG0023336,11/13/2018,16,51-100,R100m-R500m,Micro,Verified,RM015,38,9
23337,C023337,3/1/2023,8/2/2025,True,Client 23337 (Pty) Ltd,REG0023337,12/02/2018,23,51-100,R20m-R100m,Small,Verified,RM033,46,2
23338,C023338,3/1/2023,8/2/2025,True,Client 23338 (Pty) Ltd,REG0023338,03/12/2017,23,1-20,R500m+,Small,Rejected,RM078,39,8
23339,C023339,3/1/2023,8/2/2025,True,Client 23339 (Pty) Ltd,REG0023339,08/27/2015,21,501-1000,< R5m,Medium,Verified,RM099,50,10
23340,C023340,3/1/2023,8/2/2025,True,Client 23340 (Pty) Ltd,REG0023340,11/11/2019,23,51-100,< R5m,Small,Verified,RM093,39,9
23341,C023341,3/1/2023,8/2/2025,True,Client 23341 (Pty) Ltd,REG0023341,08/11/2018,6,21-50,R100m-R500m,Corporate,Verified,RM003,45,7
23342,C023342,3/1/2023,8/2/2025,True,Client 23342 (Pty) Ltd,REG0023342,04/22/2015,2,101-250,R5m-R20m,Micro,Verified,RM005,15,8
23343,C023343,3/1/2023,8/2/2025,True,Client 23343 (Pty) Ltd,REG0023343,11/28/2021,9,21-50,R20m-R100m,Micro,Verified,RM015,50,2
23344,C023344,3/1/2023,8/2/2025,True,Client 23344 (Pty) Ltd,REG0023344,06/09/2021,5,1-20,< R5m,Micro,Rejected,RM100,30,6
23345,C023345,3/1/2023,8/2/2025,True,Client 23345 (Pty) Ltd,REG0023345,08/21/2018,18,1-20,R5m-R20m,Small,Verified,RM031,3,6
23346,C023346,3/1/2023,8/2/2025,True,Client 23346 (Pty) Ltd,REG0023346,10/17/2015,22,101-250,R5m-R20m,Micro,Rejected,RM071,27,4
23347,C023347,3/1/2023,8/2/2025,True,Client 23347 (Pty) Ltd,REG0023347,03/05/2021,26,51-100,< R5m,Medium,Verified,RM013,44,4
23348,C023348,3/1/2023,8/2/2025,True,Client 23348 (Pty) Ltd,REG0023348,12/25/2022,21,1-20,< R5m,Micro,Verified,RM003,33,8
23349,C023349,3/1/2023,8/2/2025,True,Client 23349 (Pty) Ltd,REG0023349,12/15/2019,18,1-20,< R5m,Small,Verified,RM043,14,5
23350,C023350,3/1/2023,8/2/2025,True,Client 23350 (Pty) Ltd,REG0023350,08/04/2016,29,51-100,< R5m,Small,Verified,RM079,19,1
23351,C023351,3/1/2023,8/2/2025,True,Client 23351 (Pty) Ltd,REG0023351,01/05/2016,10,501-1000,R20m-R100m,Small,Verified,RM015,32,1
23352,C023352,3/1/2023,8/2/2025,True,Client 23352 (Pty) Ltd,REG0023352,08/08/2015,10,1-20,R20m-R100m,Micro,Verified,RM054,47,9
23353,C023353,3/1/2023,8/2/2025,True,Client 23353 (Pty) Ltd,REG0023353,10/20/2022,23,21-50,< R5m,Micro,Verified,RM073,36,9
23354,C023354,3/1/2023,8/2/2025,True,Client 23354 (Pty) Ltd,REG0023354,11/06/2022,10,101-250,R20m-R100m,Medium,In Review,RM070,36,4
23355,C023355,3/1/2023,8/2/2025,True,Client 23355 (Pty) Ltd,REG0023355,03/11/2020,29,21-50,< R5m,Medium,Verified,RM050,18,4
23356,C023356,3/1/2023,8/2/2025,True,Client 23356 (Pty) Ltd,REG0023356,12/15/2015,18,21-50,< R5m,Enterprise,In Review,RM009,3,8
23357,C023357,3/1/2023,8/2/2025,True,Client 23357 (Pty) Ltd,REG0023357,04/21/2021,16,101-250,R20m-R100m,Micro,Verified,RM076,30,3
23358,C023358,3/1/2023,8/2/2025,True,Client 23358 (Pty) Ltd,REG0023358,03/27/2016,23,101-250,R5m-R20m,Corporate,Verified,RM029,39,6
23359,C023359,3/1/2023,8/2/2025,True,Client 23359 (Pty) Ltd,REG0023359,12/29/2020,30,101-250,R5m-R20m,Small,In Review,RM047,32,8
23360,C023360,3/1/2023,8/2/2025,True,Client 23360 (Pty) Ltd,REG0023360,03/30/2015,6,501-1000,R20m-R100m,Micro,Verified,RM060,9,5
23361,C023361,3/1/2023,8/2/2025,True,Client 23361 (Pty) Ltd,REG0023361,05/20/2017,12,1-20,R20m-R100m,Micro,Verified,RM018,30,5
23362,C023362,3/1/2023,8/2/2025,True,Client 23362 (Pty) Ltd,REG0023362,03/05/2018,28,1-20,R100m-R500m,Micro,Verified,RM092,37,10
23363,C023363,3/1/2023,8/2/2025,True,Client 23363 (Pty) Ltd,REG0023363,08/04/2020,4,1000+,R5m-R20m,Micro,Verified,RM086,13,3
23364,C023364,3/1/2023,8/2/2025,True,Client 23364 (Pty) Ltd,REG0023364,02/18/2020,20,21-50,< R5m,Micro,Verified,RM019,27,10
23365,C023365,3/1/2023,8/2/2025,True,Client 23365 (Pty) Ltd,REG0023365,06/06/2016,16,51-100,< R5m,Micro,Verified,RM067,21,9
23366,C023366,3/1/2023,8/2/2025,True,Client 23366 (Pty) Ltd,REG0023366,05/31/2022,28,251-500,< R5m,Micro,Verified,RM016,38,3
23367,C023367,3/1/2023,8/2/2025,True,Client 23367 (Pty) Ltd,REG0023367,06/28/2017,22,51-100,< R5m,Micro,Verified,RM003,23,7
23368,C023368,3/1/2023,8/2/2025,True,Client 23368 (Pty) Ltd,REG0023368,03/17/2016,25,51-100,R500m+,Small,Verified,RM074,19,3
23369,C023369,3/1/2023,8/2/2025,True,Client 23369 (Pty) Ltd,REG0023369,02/07/2015,26,1-20,< R5m,Medium,Pending,RM045,2,4
23370,C023370,3/1/2023,8/2/2025,True,Client 23370 (Pty) Ltd,REG0023370,02/24/2020,22,21-50,R5m-R20m,Micro,Pending,RM026,20,4
23371,C023371,3/1/2023,8/2/2025,True,Client 23371 (Pty) Ltd,REG0023371,07/29/2015,22,51-100,R20m-R100m,Micro,Verified,RM036,38,4
23372,C023372,3/1/2023,8/2/2025,True,Client 23372 (Pty) Ltd,REG0023372,01/04/2022,11,101-250,< R5m,Small,Verified,RM024,34,2
23373,C023373,3/1/2023,8/2/2025,True,Client 23373 (Pty) Ltd,REG0023373,05/20/2019,1,21-50,< R5m,Micro,Rejected,RM069,36,4
23374,C023374,3/1/2023,8/2/2025,True,Client 23374 (Pty) Ltd,REG0023374,09/07/2017,5,1-20,R5m-R20m,Micro,Verified,RM083,15,2
23375,C023375,3/1/2023,8/2/2025,True,Client 23375 (Pty) Ltd,REG0023375,01/16/2016,17,21-50,R100m-R500m,Micro,Verified,RM072,38,4
23376,C023376,3/1/2023,8/2/2025,True,Client 23376 (Pty) Ltd,REG0023376,11/15/2022,11,21-50,R20m-R100m,Small,Verified,RM033,27,5
23377,C023377,3/1/2023,8/2/2025,True,Client 23377 (Pty) Ltd,REG0023377,04/10/2019,14,101-250,R5m-R20m,Corporate,Verified,RM063,30,4
23378,C023378,3/1/2023,8/2/2025,True,Client 23378 (Pty) Ltd,REG0023378,12/16/2022,9,1-20,R5m-R20m,Small,Verified,RM057,29,3
23379,C023379,3/1/2023,8/2/2025,True,Client 23379 (Pty) Ltd,REG0023379,01/29/2016,10,21-50,< R5m,Small,Verified,RM011,40,6
23380,C023380,3/1/2023,8/2/2025,True,Client 23380 (Pty) Ltd,REG0023380,12/09/2017,4,21-50,R20m-R100m,Small,In Review,RM006,17,10
23381,C023381,3/1/2023,8/2/2025,True,Client 23381 (Pty) Ltd,REG0023381,01/31/2016,2,21-50,R5m-R20m,Small,Verified,RM004,9,4
23382,C023382,3/1/2023,8/2/2025,True,Client 23382 (Pty) Ltd,REG0023382,11/12/2019,25,501-1000,< R5m,Medium,Verified,RM002,34,8
23383,C023383,3/1/2023,8/2/2025,True,Client 23383 (Pty) Ltd,REG0023383,09/10/2020,6,51-100,< R5m,Small,Verified,RM068,4,8
23384,C023384,3/1/2023,8/2/2025,True,Client 23384 (Pty) Ltd,REG0023384,06/28/2016,30,1-20,< R5m,Micro,Verified,RM040,22,8
23385,C023385,3/1/2023,8/2/2025,True,Client 23385 (Pty) Ltd,REG0023385,07/22/2022,27,51-100,R20m-R100m,Corporate,Verified,RM070,7,10
23386,C023386,3/1/2023,8/2/2025,True,Client 23386 (Pty) Ltd,REG0023386,12/20/2017,29,1-20,R100m-R500m,Micro,Verified,RM083,45,8
23387,C023387,3/1/2023,8/2/2025,True,Client 23387 (Pty) Ltd,REG0023387,07/06/2016,26,101-250,< R5m,Micro,Verified,RM032,1,5
23388,C023388,3/1/2023,8/2/2025,True,Client 23388 (Pty) Ltd,REG0023388,01/04/2019,3,1-20,< R5m,Micro,Verified,RM066,21,6
23389,C023389,3/1/2023,8/2/2025,True,Client 23389 (Pty) Ltd,REG0023389,02/27/2018,13,1-20,R20m-R100m,Micro,Verified,RM075,4,4
23390,C023390,3/1/2023,8/2/2025,True,Client 23390 (Pty) Ltd,REG0023390,10/09/2018,12,1-20,R5m-R20m,Micro,Verified,RM049,11,8
23391,C023391,3/1/2023,8/2/2025,True,Client 23391 (Pty) Ltd,REG0023391,02/23/2021,18,21-50,< R5m,Micro,Verified,RM013,19,3
23392,C023392,3/1/2023,8/2/2025,True,Client 23392 (Pty) Ltd,REG0023392,10/17/2022,6,1-20,R100m-R500m,Enterprise,Verified,RM097,29,2
23393,C023393,3/1/2023,8/2/2025,True,Client 23393 (Pty) Ltd,REG0023393,08/14/2019,10,1-20,< R5m,Micro,Verified,RM042,36,10
23394,C023394,3/1/2023,8/2/2025,True,Client 23394 (Pty) Ltd,REG0023394,10/06/2019,6,1-20,R20m-R100m,Enterprise,Pending,RM004,11,9
23395,C023395,3/1/2023,8/2/2025,True,Client 23395 (Pty) Ltd,REG0023395,11/24/2016,30,101-250,R5m-R20m,Small,Verified,RM076,19,6
23396,C023396,3/1/2023,8/2/2025,True,Client 23396 (Pty) Ltd,REG0023396,01/03/2021,28,1-20,< R5m,Micro,Verified,RM089,39,7
23397,C023397,3/1/2023,8/2/2025,True,Client 23397 (Pty) Ltd,REG0023397,10/06/2019,28,21-50,< R5m,Small,Verified,RM085,33,1
23398,C023398,3/1/2023,8/2/2025,True,Client 23398 (Pty) Ltd,REG0023398,05/12/2016,25,21-50,R20m-R100m,Micro,Verified,RM078,49,4
23399,C023399,3/1/2023,8/2/2025,True,Client 23399 (Pty) Ltd,REG0023399,09/26/2020,5,251-500,R5m-R20m,Micro,Verified,RM064,48,1
23400,C023400,3/1/2023,8/2/2025,True,Client 23400 (Pty) Ltd,REG0023400,09/18/2022,27,21-50,< R5m,Small,Verified,RM070,23,5
23401,C023401,3/1/2023,8/2/2025,True,Client 23401 (Pty) Ltd,REG0023401,05/22/2022,15,21-50,< R5m,Micro,In Review,RM063,18,9
23402,C023402,3/1/2023,8/2/2025,True,Client 23402 (Pty) Ltd,REG0023402,04/10/2018,15,1-20,< R5m,Medium,Verified,RM019,7,5
23403,C023403,3/1/2023,8/2/2025,True,Client 23403 (Pty) Ltd,REG0023403,09/04/2016,12,51-100,< R5m,Small,In Review,RM028,6,10
23404,C023404,3/1/2023,8/2/2025,True,Client 23404 (Pty) Ltd,REG0023404,07/09/2022,9,1-20,< R5m,Micro,In Review,RM040,26,8
23405,C023405,3/1/2023,8/2/2025,True,Client 23405 (Pty) Ltd,REG0023405,08/31/2018,13,501-1000,< R5m,Micro,Verified,RM027,36,4
23406,C023406,3/1/2023,8/2/2025,True,Client 23406 (Pty) Ltd,REG0023406,01/11/2016,16,21-50,R20m-R100m,Small,Verified,RM077,39,9
23407,C023407,3/1/2023,8/2/2025,True,Client 23407 (Pty) Ltd,REG0023407,03/16/2017,21,1-20,< R5m,Corporate,Verified,RM084,49,4
23408,C023408,3/1/2023,8/2/2025,True,Client 23408 (Pty) Ltd,REG0023408,07/09/2017,2,21-50,R5m-R20m,Small,Pending,RM047,27,6
23409,C023409,3/1/2023,8/2/2025,True,Client 23409 (Pty) Ltd,REG0023409,05/24/2017,17,21-50,< R5m,Small,Verified,RM047,49,9
23410,C023410,3/1/2023,8/2/2025,True,Client 23410 (Pty) Ltd,REG0023410,10/28/2022,9,1-20,R5m-R20m,Micro,Verified,RM024,6,4
23411,C023411,3/1/2023,8/2/2025,True,Client 23411 (Pty) Ltd,REG0023411,12/14/2018,26,1-20,R5m-R20m,Small,Verified,RM097,47,9
23412,C023412,3/1/2023,8/2/2025,True,Client 23412 (Pty) Ltd,REG0023412,01/31/2023,23,1-20,< R5m,Small,In Review,RM085,14,3
23413,C023413,3/1/2023,8/2/2025,True,Client 23413 (Pty) Ltd,REG0023413,11/20/2018,19,1-20,R20m-R100m,Medium,Verified,RM028,41,8
23414,C023414,3/1/2023,8/2/2025,True,Client 23414 (Pty) Ltd,REG0023414,03/26/2019,28,21-50,R100m-R500m,Micro,Verified,RM044,1,2
23415,C023415,3/1/2023,8/2/2025,True,Client 23415 (Pty) Ltd,REG0023415,04/25/2018,6,251-500,< R5m,Micro,In Review,RM004,22,6
23416,C023416,3/1/2023,8/2/2025,True,Client 23416 (Pty) Ltd,REG0023416,10/02/2017,26,251-500,R20m-R100m,Medium,Verified,RM079,20,5
23417,C023417,3/1/2023,8/2/2025,True,Client 23417 (Pty) Ltd,REG0023417,09/11/2020,4,501-1000,< R5m,Enterprise,Verified,RM087,3,10
23418,C023418,3/1/2023,8/2/2025,True,Client 23418 (Pty) Ltd,REG0023418,10/17/2020,30,51-100,< R5m,Medium,Verified,RM019,30,10
23419,C023419,3/1/2023,8/2/2025,True,Client 23419 (Pty) Ltd,REG0023419,08/14/2016,25,51-100,< R5m,Small,Verified,RM081,9,5
23420,C023420,3/1/2023,8/2/2025,True,Client 23420 (Pty) Ltd,REG0023420,04/29/2018,15,1-20,R100m-R500m,Micro,Verified,RM088,9,3
23421,C023421,3/1/2023,8/2/2025,True,Client 23421 (Pty) Ltd,REG0023421,11/18/2020,18,251-500,R20m-R100m,Corporate,In Review,RM067,17,5
23422,C023422,3/1/2023,8/2/2025,True,Client 23422 (Pty) Ltd,REG0023422,02/17/2019,30,21-50,R5m-R20m,Medium,Verified,RM030,21,4
23423,C023423,3/1/2023,8/2/2025,True,Client 23423 (Pty) Ltd,REG0023423,08/01/2018,27,1-20,< R5m,Enterprise,Verified,RM078,32,1
23424,C023424,3/1/2023,8/2/2025,True,Client 23424 (Pty) Ltd,REG0023424,07/02/2017,12,501-1000,< R5m,Small,Verified,RM063,20,6
23425,C023425,3/1/2023,8/2/2025,True,Client 23425 (Pty) Ltd,REG0023425,08/12/2022,12,51-100,< R5m,Small,Verified,RM045,41,2
23426,C023426,3/1/2023,8/2/2025,True,Client 23426 (Pty) Ltd,REG0023426,01/25/2016,20,21-50,< R5m,Micro,Verified,RM042,45,1
23427,C023427,3/1/2023,8/2/2025,True,Client 23427 (Pty) Ltd,REG0023427,06/09/2015,17,1-20,< R5m,Corporate,Verified,RM092,14,3
23428,C023428,3/1/2023,8/2/2025,True,Client 23428 (Pty) Ltd,REG0023428,06/10/2017,7,1-20,R100m-R500m,Small,Verified,RM010,49,10
23429,C023429,3/1/2023,8/2/2025,True,Client 23429 (Pty) Ltd,REG0023429,12/06/2017,30,1-20,R20m-R100m,Medium,Verified,RM071,14,1
23430,C023430,3/1/2023,8/2/2025,True,Client 23430 (Pty) Ltd,REG0023430,01/09/2019,20,251-500,< R5m,Small,Rejected,RM063,32,4
23431,C023431,3/1/2023,8/2/2025,True,Client 23431 (Pty) Ltd,REG0023431,11/26/2016,5,501-1000,< R5m,Medium,Verified,RM080,29,9
23432,C023432,3/1/2023,8/2/2025,True,Client 23432 (Pty) Ltd,REG0023432,01/27/2017,12,1-20,< R5m,Micro,Verified,RM015,30,8
23433,C023433,3/1/2023,8/2/2025,True,Client 23433 (Pty) Ltd,REG0023433,01/14/2022,17,21-50,R5m-R20m,Small,Verified,RM023,24,5
23434,C023434,3/1/2023,8/2/2025,True,Client 23434 (Pty) Ltd,REG0023434,08/11/2022,2,101-250,R5m-R20m,Micro,Verified,RM032,29,6
23435,C023435,3/1/2023,8/2/2025,True,Client 23435 (Pty) Ltd,REG0023435,01/11/2021,28,21-50,< R5m,Micro,Verified,RM022,24,1
23436,C023436,3/1/2023,8/2/2025,True,Client 23436 (Pty) Ltd,REG0023436,12/05/2015,4,21-50,R100m-R500m,Micro,Verified,RM019,32,2
23437,C023437,3/1/2023,8/2/2025,True,Client 23437 (Pty) Ltd,REG0023437,05/30/2020,2,251-500,< R5m,Corporate,Verified,RM091,49,7
23438,C023438,3/1/2023,8/2/2025,True,Client 23438 (Pty) Ltd,REG0023438,03/05/2017,14,1-20,R5m-R20m,Medium,Verified,RM060,31,6
23439,C023439,3/1/2023,8/2/2025,True,Client 23439 (Pty) Ltd,REG0023439,09/19/2019,14,1000+,R500m+,Micro,Verified,RM043,26,5
23440,C023440,3/1/2023,8/2/2025,True,Client 23440 (Pty) Ltd,REG0023440,05/17/2019,13,21-50,R500m+,Micro,Pending,RM066,25,6
23441,C023441,3/1/2023,8/2/2025,True,Client 23441 (Pty) Ltd,REG0023441,06/17/2017,17,1-20,R5m-R20m,Small,Verified,RM083,6,10
23442,C023442,3/1/2023,8/2/2025,True,Client 23442 (Pty) Ltd,REG0023442,03/13/2018,26,251-500,< R5m,Small,Verified,RM020,23,10
23443,C023443,3/1/2023,8/2/2025,True,Client 23443 (Pty) Ltd,REG0023443,04/13/2015,17,1-20,R500m+,Micro,Verified,RM086,47,10
23444,C023444,3/1/2023,8/2/2025,True,Client 23444 (Pty) Ltd,REG0023444,10/30/2022,22,51-100,R5m-R20m,Small,Verified,RM004,2,6
23445,C023445,3/1/2023,8/2/2025,True,Client 23445 (Pty) Ltd,REG0023445,04/03/2015,18,1-20,R20m-R100m,Micro,In Review,RM090,3,3
23446,C023446,3/1/2023,8/2/2025,True,Client 23446 (Pty) Ltd,REG0023446,09/01/2017,3,501-1000,R500m+,Medium,Verified,RM072,49,3
23447,C023447,3/1/2023,8/2/2025,True,Client 23447 (Pty) Ltd,REG0023447,12/18/2018,21,51-100,< R5m,Small,Verified,RM056,20,8
23448,C023448,3/1/2023,8/2/2025,True,Client 23448 (Pty) Ltd,REG0023448,04/29/2015,16,21-50,< R5m,Micro,Verified,RM018,35,10
23449,C023449,3/1/2023,8/2/2025,True,Client 23449 (Pty) Ltd,REG0023449,07/25/2020,19,21-50,< R5m,Micro,Verified,RM098,42,5
23450,C023450,3/1/2023,8/2/2025,True,Client 23450 (Pty) Ltd,REG0023450,09/07/2020,6,1-20,R500m+,Micro,Verified,RM020,7,6
23451,C023451,3/1/2023,8/2/2025,True,Client 23451 (Pty) Ltd,REG0023451,03/15/2019,23,21-50,R5m-R20m,Corporate,Rejected,RM072,29,10
23452,C023452,3/1/2023,8/2/2025,True,Client 23452 (Pty) Ltd,REG0023452,12/29/2022,26,251-500,< R5m,Micro,Verified,RM028,41,5
23453,C023453,3/1/2023,8/2/2025,True,Client 23453 (Pty) Ltd,REG0023453,10/21/2018,6,101-250,< R5m,Corporate,In Review,RM052,45,9
23454,C023454,3/1/2023,8/2/2025,True,Client 23454 (Pty) Ltd,REG0023454,10/18/2022,18,51-100,< R5m,Micro,Verified,RM078,46,8
23455,C023455,3/1/2023,8/2/2025,True,Client 23455 (Pty) Ltd,REG0023455,04/19/2016,9,501-1000,< R5m,Micro,Verified,RM010,50,3
23456,C023456,3/1/2023,8/2/2025,True,Client 23456 (Pty) Ltd,REG0023456,02/23/2022,18,21-50,< R5m,Micro,Verified,RM094,37,2
23457,C023457,3/1/2023,8/2/2025,True,Client 23457 (Pty) Ltd,REG0023457,03/10/2016,6,1-20,R20m-R100m,Micro,Verified,RM004,43,9
23458,C023458,3/1/2023,8/2/2025,True,Client 23458 (Pty) Ltd,REG0023458,10/22/2022,9,51-100,R20m-R100m,Corporate,Verified,RM061,4,7
23459,C023459,3/1/2023,8/2/2025,True,Client 23459 (Pty) Ltd,REG0023459,06/11/2018,25,21-50,R100m-R500m,Micro,Verified,RM067,30,1
23460,C023460,3/1/2023,8/2/2025,True,Client 23460 (Pty) Ltd,REG0023460,02/24/2015,18,21-50,R5m-R20m,Medium,Pending,RM066,39,7
23461,C023461,3/1/2023,8/2/2025,True,Client 23461 (Pty) Ltd,REG0023461,07/19/2017,25,1-20,R5m-R20m,Micro,Verified,RM079,4,7
23462,C023462,3/1/2023,8/2/2025,True,Client 23462 (Pty) Ltd,REG0023462,08/08/2018,16,51-100,R20m-R100m,Micro,Verified,RM033,48,4
23463,C023463,3/1/2023,8/2/2025,True,Client 23463 (Pty) Ltd,REG0023463,08/31/2022,24,21-50,R5m-R20m,Small,Verified,RM069,23,2
23464,C023464,3/1/2023,8/2/2025,True,Client 23464 (Pty) Ltd,REG0023464,11/08/2015,30,21-50,R5m-R20m,Micro,Pending,RM017,33,4
23465,C023465,3/1/2023,8/2/2025,True,Client 23465 (Pty) Ltd,REG0023465,04/21/2019,23,1-20,R5m-R20m,Small,Pending,RM042,16,3
23466,C023466,3/1/2023,8/2/2025,True,Client 23466 (Pty) Ltd,REG0023466,08/14/2017,13,1-20,< R5m,Micro,Verified,RM005,8,7
23467,C023467,3/1/2023,8/2/2025,True,Client 23467 (Pty) Ltd,REG0023467,06/23/2021,11,21-50,R500m+,Small,Verified,RM086,25,10
23468,C023468,3/1/2023,8/2/2025,True,Client 23468 (Pty) Ltd,REG0023468,03/15/2020,8,251-500,< R5m,Micro,Verified,RM008,39,4
23469,C023469,3/1/2023,8/2/2025,True,Client 23469 (Pty) Ltd,REG0023469,01/26/2017,26,1-20,R20m-R100m,Corporate,In Review,RM049,13,2
23470,C023470,3/1/2023,8/2/2025,True,Client 23470 (Pty) Ltd,REG0023470,11/17/2021,24,21-50,R5m-R20m,Micro,Verified,RM088,48,6
23471,C023471,3/1/2023,8/2/2025,True,Client 23471 (Pty) Ltd,REG0023471,12/03/2018,17,1-20,< R5m,Small,In Review,RM021,43,4
23472,C023472,3/1/2023,8/2/2025,True,Client 23472 (Pty) Ltd,REG0023472,06/17/2018,9,501-1000,< R5m,Micro,Verified,RM072,14,2
23473,C023473,3/1/2023,8/2/2025,True,Client 23473 (Pty) Ltd,REG0023473,01/30/2020,6,1-20,R100m-R500m,Micro,Verified,RM028,39,6
23474,C023474,3/1/2023,8/2/2025,True,Client 23474 (Pty) Ltd,REG0023474,07/10/2022,1,1-20,< R5m,Micro,Verified,RM033,14,8
23475,C023475,3/1/2023,8/2/2025,True,Client 23475 (Pty) Ltd,REG0023475,08/14/2022,1,21-50,< R5m,Medium,Verified,RM079,50,2
23476,C023476,3/1/2023,8/2/2025,True,Client 23476 (Pty) Ltd,REG0023476,12/29/2017,13,1-20,R5m-R20m,Small,Verified,RM051,15,6
23477,C023477,3/1/2023,8/2/2025,True,Client 23477 (Pty) Ltd,REG0023477,08/18/2022,7,51-100,R5m-R20m,Micro,Verified,RM063,39,5
23478,C023478,3/1/2023,8/2/2025,True,Client 23478 (Pty) Ltd,REG0023478,09/16/2022,10,21-50,R5m-R20m,Micro,Verified,RM067,3,3
23479,C023479,3/1/2023,8/2/2025,True,Client 23479 (Pty) Ltd,REG0023479,01/13/2017,18,101-250,< R5m,Corporate,Verified,RM076,44,7
23480,C023480,3/1/2023,8/2/2025,True,Client 23480 (Pty) Ltd,REG0023480,05/12/2021,6,21-50,< R5m,Micro,Verified,RM032,11,3
23481,C023481,3/1/2023,8/2/2025,True,Client 23481 (Pty) Ltd,REG0023481,08/21/2015,13,21-50,< R5m,Micro,Verified,RM100,26,9
23482,C023482,3/1/2023,8/2/2025,True,Client 23482 (Pty) Ltd,REG0023482,10/02/2020,5,21-50,R20m-R100m,Medium,Verified,RM015,29,8
23483,C023483,3/1/2023,8/2/2025,True,Client 23483 (Pty) Ltd,REG0023483,09/14/2015,21,1-20,< R5m,Micro,Rejected,RM084,6,9
23484,C023484,3/1/2023,8/2/2025,True,Client 23484 (Pty) Ltd,REG0023484,07/21/2020,26,1-20,< R5m,Small,Verified,RM099,46,2
23485,C023485,3/1/2023,8/2/2025,True,Client 23485 (Pty) Ltd,REG0023485,11/07/2020,15,1-20,< R5m,Medium,Verified,RM082,1,2
23486,C023486,3/1/2023,8/2/2025,True,Client 23486 (Pty) Ltd,REG0023486,10/28/2019,12,251-500,< R5m,Corporate,Verified,RM001,32,5
23487,C023487,3/1/2023,8/2/2025,True,Client 23487 (Pty) Ltd,REG0023487,04/13/2020,22,21-50,R500m+,Small,Verified,RM100,21,6
23488,C023488,3/1/2023,8/2/2025,True,Client 23488 (Pty) Ltd,REG0023488,12/29/2018,30,21-50,< R5m,Micro,Verified,RM096,44,10
23489,C023489,3/1/2023,8/2/2025,True,Client 23489 (Pty) Ltd,REG0023489,07/07/2019,11,1-20,R5m-R20m,Enterprise,Verified,RM006,41,8
23490,C023490,3/1/2023,8/2/2025,True,Client 23490 (Pty) Ltd,REG0023490,02/12/2016,8,21-50,R5m-R20m,Small,Verified,RM059,26,4
23491,C023491,3/1/2023,8/2/2025,True,Client 23491 (Pty) Ltd,REG0023491,08/20/2019,5,251-500,< R5m,Corporate,Verified,RM017,37,2
23492,C023492,3/1/2023,8/2/2025,True,Client 23492 (Pty) Ltd,REG0023492,05/31/2020,8,251-500,< R5m,Corporate,Pending,RM062,34,5
23493,C023493,3/1/2023,8/2/2025,True,Client 23493 (Pty) Ltd,REG0023493,08/10/2021,5,21-50,< R5m,Small,Verified,RM026,8,10
23494,C023494,3/1/2023,8/2/2025,True,Client 23494 (Pty) Ltd,REG0023494,07/26/2021,10,21-50,< R5m,Micro,Verified,RM085,45,1
23495,C023495,3/1/2023,8/2/2025,True,Client 23495 (Pty) Ltd,REG0023495,08/15/2018,15,1-20,R5m-R20m,Micro,In Review,RM059,8,2
23496,C023496,3/1/2023,8/2/2025,True,Client 23496 (Pty) Ltd,REG0023496,04/13/2020,6,51-100,R5m-R20m,Micro,In Review,RM019,32,9
23497,C023497,3/1/2023,8/2/2025,True,Client 23497 (Pty) Ltd,REG0023497,03/28/2018,24,251-500,< R5m,Micro,Verified,RM083,26,8
23498,C023498,3/1/2023,8/2/2025,True,Client 23498 (Pty) Ltd,REG0023498,12/09/2021,18,1-20,< R5m,Corporate,Pending,RM091,33,5
23499,C023499,3/1/2023,8/2/2025,True,Client 23499 (Pty) Ltd,REG0023499,04/21/2017,23,21-50,< R5m,Micro,Verified,RM034,34,6
23500,C023500,3/1/2023,8/2/2025,True,Client 23500 (Pty) Ltd,REG0023500,09/10/2017,3,1-20,< R5m,Enterprise,In Review,RM058,49,7
23501,C023501,3/1/2023,8/2/2025,True,Client 23501 (Pty) Ltd,REG0023501,10/27/2019,9,251-500,< R5m,Micro,In Review,RM029,43,1
